BRAND_NAME,TYPE,NIC,TAR,CO,LEN,FLTR,PACK,STRENGTH,STYLE,OTHER
TOURNEY,REGULAR,0.8,10,14,85,F,SOFT,LIGHT,.,.
TOURNEY,REGULAR,1.5,20,14,85,NF,SOFT,FULL FLAVOR,.,.
TOURNEY,REGULAR,1.7,24,19,85,NF,SOFT,FULL FLAVOR,.,.
TOURNEY,REGULAR,1,15,19,100,F,HARD,FULL FLAVOR,.,.
TOURNEY,REGULAR,1,15,21,100,F,HARD,FULL FLAVOR,.,.
TOURNEY,REGULAR,0.8,10,15,100,F,HARD,LIGHT,.,.
TOURNEY,REGULAR,0.8,10,15,100,F,HARD,LIGHT,.,.
TOURNEY,REGULAR,1,15,19,100,F,SOFT,FULL FLAVOR,.,.
TOURNEY,REGULAR,1,15,21,100,F,SOFT,FULL FLAVOR,.,.
TOURNEY,REGULAR,0.8,10,15,100,F,SOFT,LIGHT,.,.
TOURNEY,REGULAR,0.8,10,15,100,F,SOFT,LIGHT,.,.
TOURNEY,REGULAR,0.5,5,7,100,F,SOFT,ULTRA LIGHT,.,.
TOURNEY,REGULAR,0.5,5,7,100,F,SOFT,ULTRA LIGHT,.,.
TOURNEY,REGULAR,0.9,11,11,120,F,HARD,LIGHT,.,.
TOURNEY,REGULAR,1,12,12,120,F,HARD,LIGHT,.,.
TOURNEY,REGULAR,0.5,6,5,120,F,HARD,ULTRA LIGHT,.,.
TOURNEY,REGULAR,0.6,6,5,120,F,HARD,ULTRA LIGHT,.,.
Tri-Brand,REGULAR,0.8,11,13,83,F,HARD,LIGHT,,
Tri-Brand,REGULAR,0.9,15,16,84,F,SOFT,FULL FLAVOR,,
Tri-Brand,REGULAR,0.7,10,12,84,F,SOFT,LIGHT,,
Tri-Brand,REGULAR,0.4,4,6,84,F,SOFT,ULTRA LIGHT,,
Tri-Brand,REGULAR,1.2,20,14,84,NF,SOFT,FULL FLAVOR,,
Tri-Brand,REGULAR,0.9,14,17,99,F,SOFT,FULL FLAVOR,,
Tri-Brand,REGULAR,0.8,10,11,99,F,SOFT,LIGHT,,
Tri-Brand,REGULAR,0.4,5,7,99,F,SOFT,ULTRA LIGHT,,
TRUE,REGULAR,0.5,5,5,80,F,HARD,REGULAR,"KING,F,H",
TRUE,REGULAR,0.5,5,5,85,F,SOFT,REGULAR,"KING,F,S",
TRUE,REGULAR,0.6,7,6,100,F,HARD,REGULAR,"100,F,HP",
TRUE,REGULAR,0.7,7,7,100,F,SOFT,REGULAR,"100,F,SP",
TRIUMPH,REGULAR,0.4,4,5,85,F,SOFT,REGULAR,"KING,F,S",
TUSCANY,REGULAR,1.1,15,14,84,F,HARD,FULL FLAVOR,.,
TUSCANY,REGULAR,0.9,11,12,84,F,HARD,LIGHT,.,
TUSCANY,REGULAR,1.2,15,15,100,F,HARD,FULL FLAVOR,.,
TUSCANY,REGULAR,0.9,10,12,100,F,HARD,LIGHT,.,
TUSCANY,REGULAR,0.6,6,9,100,F,HARD,ULTRA LIGHT,.,
USA - FF 1,REGULAR,1,15,20,100,F,HARD,FULL FLAVOR,.,.
USA - FF 1,REGULAR,1,15,20,100,F,SOFT,FULL FLAVOR,.,.
USA - FF K,REGULAR,0.9,14,18,85,F,HARD,FULL FLAVOR,.,.
USA - FF K,REGULAR,0.9,14,18,85,F,SOFT,FULL FLAVOR,.,.
USA - LT 1,REGULAR,0.8,10,16,100,F,HARD,LIGHT,.,.
USA - LT 1,REGULAR,0.8,10,16,100,F,SOFT,LIGHT,.,.
USA - LT K,REGULAR,0.8,10,14,85,F,HARD,LIGHT,.,.
USA - LT K,REGULAR,0.8,10,14,85,F,SOFT,LIGHT,.,.
USA - UL 1,REGULAR,0.5,5,7,100,F,SOFT,ULTRA LIGHT,.,.
USA GOLD,REGULAR,1.1,15,14,84,F,HARD,FULL FLAVOR,.,
USA GOLD,REGULAR,0.9,11,12,84,F,HARD,LIGHT,.,
USA GOLD,REGULAR,1.1,15,14,84,F,SOFT,FULL FLAVOR,.,
USA GOLD,REGULAR,0.9,11,12,84,F,SOFT,LIGHT,.,
USA GOLD,REGULAR,0.5,6,8,84,F,SOFT,ULTRA LIGHT,.,
USA GOLD,REGULAR,1.4,22,15,84,NF,SOFT,FULL FLAVOR,.,
USA GOLD,REGULAR,1.2,15,15,100,F,HARD,FULL FLAVOR,.,
USA GOLD,REGULAR,0.9,10,12,100,F,HARD,LIGHT,.,
USA GOLD,REGULAR,0.6,6,9,100,F,HARD,ULTRA LIGHT,.,
USA GOLD,REGULAR,1.2,15,15,100,F,SOFT,FULL FLAVOR,.,
USA GOLD,REGULAR,0.9,10,12,100,F,SOFT,LIGHT,.,
USA GOLD,REGULAR,0.6,6,9,100,F,SOFT,ULTRA LIGHT,.,
Value Pride,REGULAR,0.9,15,15,83,F,HARD,FULL FLAVOR,,
Value Pride,REGULAR,0.9,15,16,84,F,SOFT,FULL FLAVOR,,
Value Pride,REGULAR,0.7,10,12,84,F,SOFT,LIGHT,,
Value Pride,REGULAR,0.4,4,6,84,F,SOFT,ULTRA LIGHT,,
Value Pride,REGULAR,1.2,20,14,84,NF,SOFT,FULL FLAVOR,,
Value Pride,REGULAR,0.9,14,17,99,F,SOFT,FULL FLAVOR,,
Value Pride,REGULAR,0.8,10,11,99,F,SOFT,LIGHT,,
Value Pride,REGULAR,0.4,5,7,99,F,SOFT,ULTRA LIGHT,,
Vantage,REGULAR,0.5,6,7,83,F,HARD,ULTRA LIGHT,,
Vantage,REGULAR,0.8,9,10,84,F,SOFT,LIGHT,,
Vantage,REGULAR,0.4,5,7,84,F,SOFT,ULTRA LIGHT,,
Vantage,REGULAR,0.5,5,7,98,F,HARD,ULTRA LIGHT,,
Vantage,REGULAR,0.8,8,9,100,F,SOFT,LIGHT,,
Vantage,REGULAR,0.4,5,7,100,F,SOFT,ULTRA LIGHT,,
Viceroy,REGULAR,0.9,14,14,85,F,HARD,FULL FLAVOR,,
Viceroy,REGULAR,0.7,10,11,85,F,HARD,LIGHT,,
Viceroy,REGULAR,0.9,14,14,85,F,SOFT,FULL FLAVOR,,
Viceroy,REGULAR,0.7,10,11,85,F,SOFT,LIGHT,,
Viceroy,REGULAR,1,13,14,100,F,HARD,FULL FLAVOR,,
Viceroy,REGULAR,0.9,11,12,100,F,HARD,LIGHT,,
Viceroy,REGULAR,0.5,6,7,100,F,HARD,ULTRA LIGHT,,
VIRGINIA S,REGULAR,0.7,9,10,98,F,HARD,LIGHT,,FSC
VIRGINIA S,REGULAR,0.7,9,10,98,F,HARD,LIGHT,,
VIRGINIA S,REGULAR,0.5,6,6,98,F,HARD,ULTRA LIGHT,,FSC
VIRGINIA S,REGULAR,0.5,5,5,98,F,HARD,ULTRA LIGHT,,
VIRGINIA S,REGULAR,0.6,7,7,98,F,HARD,REGULAR,SUP-SLIM,FSC
VIRGINIA S,REGULAR,0.5,6,5,98,F,HARD,REGULAR,SUP-SLIM,
VIRGINIA S,REGULAR,1,14,13,98,F,HARD,REGULAR,,FSC
VIRGINIA S,REGULAR,1,14,12,98,F,HARD,REGULAR,,
VIRGINIA S,REGULAR,1.1,15,13,98,F,SOFT,REGULAR,,FSC
VIRGINIA S,REGULAR,1.1,14,12,98,F,SOFT,REGULAR,,
VIRGINIA S,REGULAR,1,13,13,120,F,HARD,LIGHT,LUX,FSC
VIRGINIA S,REGULAR,1,13,12,120,F,HARD,LIGHT,LUX,
VIRGINIA S,REGULAR,0.5,6,7,120,F,HARD,ULTRA LIGHT,LUX,FSC
VIRGINIA S,REGULAR,0.5,6,6,120,F,HARD,ULTRA LIGHT,LUX,
Winston,REGULAR,1.1,14,13,83,F,HARD,FULL FLAVOR,,SELECT
Winston,REGULAR,1.1,14,13,83,F,HARD,FULL FLAVOR,,
Winston,REGULAR,1.2,15,13,83,F,HARD,FULL FLAVOR,,
Winston,REGULAR,0.8,9,9,83,F,HARD,LIGHT,,S2
Winston,REGULAR,0.8,10,10,83,F,HARD,LIGHT,,SELECT
Winston,REGULAR,0.8,10,11,83,F,HARD,LIGHT,,
Winston,REGULAR,0.9,10,10,83,F,HARD,LIGHT,,
Winston,REGULAR,0.5,5,6,83,F,HARD,ULTRA LIGHT,,
Winston,REGULAR,0.5,6,7,83,F,HARD,ULTRA LIGHT,,
Winston,REGULAR,1.1,14,13,84,F,SOFT,FULL FLAVOR,,
Winston,REGULAR,0.9,10,10,84,F,SOFT,LIGHT,,
Winston,REGULAR,0.5,5,6,84,F,SOFT,ULTRA LIGHT,,
Winston,REGULAR,1.1,14,13,98,F,HARD,FULL FLAVOR,,
Winston,REGULAR,0.9,10,9,98,F,HARD,LIGHT,SLIMS,SELECT
Winston,REGULAR,0.9,10,11,98,F,HARD,LIGHT,,S2
Winston,REGULAR,0.9,10,12,98,F,HARD,LIGHT,,
Winston,REGULAR,0.5,5,6,98,F,HARD,ULTRA LIGHT,,
Winston,REGULAR,1.3,16,15,100,F,HARD,FULL FLAVOR,,
Winston,REGULAR,0.9,11,13,100,F,HARD,LIGHT,,
Winston,REGULAR,1.2,14,14,100,F,SOFT,FULL FLAVOR,,
Winston,REGULAR,0.9,10,11,100,F,SOFT,LIGHT,,
Winston,REGULAR,0.5,4,6,100,F,SOFT,ULTRA LIGHT,,
Worth,REGULAR,0.9,15,15,83,F,HARD,FULL FLAVOR,,
Worth,REGULAR,0.8,11,13,83,F,HARD,LIGHT,,
Worth,REGULAR,0.9,15,16,84,F,SOFT,FULL FLAVOR,,
Worth,REGULAR,0.7,10,12,84,F,SOFT,LIGHT,,
Worth,REGULAR,0.4,4,6,84,F,SOFT,ULTRA LIGHT,,
Worth,REGULAR,1.2,20,14,84,NF,SOFT,FULL FLAVOR,,
Worth,REGULAR,0.9,14,17,99,F,SOFT,FULL FLAVOR,,
Worth,REGULAR,0.8,10,11,99,F,SOFT,LIGHT,,
Worth,REGULAR,0.4,5,7,99,F,SOFT,ULTRA LIGHT,,
YOURS FF,REGULAR,1,14,19,85,F,SOFT,FULL FLAVOR,.,.
YOURS FF,REGULAR,1,15,21,100,F,SOFT,FULL FLAVOR,.,.
YOURS LT,REGULAR,0.8,10,14,85,F,HARD,LIGHT,.,.
YOURS LT,REGULAR,0.8,10,14,85,F,SOFT,LIGHT,.,.
YOURS LT,REGULAR,0.8,10,15,100,F,SOFT,LIGHT,.,.
YOURS NF,REGULAR,1.7,24,19,85,NF,SOFT,FULL FLAVOR,.,.
YOURS UL,REGULAR,0.5,5,6,85,F,SOFT,ULTRA LIGHT,.,.
YOURS UL,REGULAR,0.5,5,7,100,F,SOFT,ULTRA LIGHT,.,.
ALPINE,MENTHOL,1,13,14,99,F,SOFT,REGULAR,,
Austin,MENTHOL,0.8,14,15,84,F,SOFT,FULL FLAVOR,,
Austin,MENTHOL,0.7,10,12,84,F,SOFT,LIGHT,,
Austin,MENTHOL,0.9,13,16,99,F,SOFT,FULL FLAVOR,,
Austin,MENTHOL,0.8,10,11,99,F,SOFT,LIGHT,,
BASIC,MENTHOL,0.4,5,8,83,F,HARD,ULTRA LIGHT,,FSC
BASIC,MENTHOL,0.4,5,7,83,F,HARD,ULTRA LIGHT,,
BASIC,MENTHOL,1,16,16,83,F,HARD,REGULAR,,FSC
BASIC,MENTHOL,0.9,15,14,83,F,HARD,REGULAR,,
BASIC,MENTHOL,0.7,11,13,84,F,SOFT,LIGHT,,FSC
BASIC,MENTHOL,0.7,10,12,84,F,SOFT,LIGHT,,
BASIC,MENTHOL,1,16,17,84,F,SOFT,REGULAR,,FSC
BASIC,MENTHOL,0.9,15,14,84,F,SOFT,REGULAR,,
BASIC,MENTHOL,0.5,5,8,98,F,HARD,ULTRA LIGHT,,FSC
BASIC,MENTHOL,0.4,5,7,98,F,HARD,ULTRA LIGHT,,
BASIC,MENTHOL,0.8,11,15,99,F,SOFT,LIGHT,,FSC
BASIC,MENTHOL,0.7,10,12,99,F,SOFT,LIGHT,,
BASIC,MENTHOL,1,15,18,99,F,SOFT,REGULAR,,FSC
BASIC,MENTHOL,1,14,15,99,F,SOFT,REGULAR,,
Belair,MENTHOL,0.6,9,11,85,F,SOFT,LIGHT,,
Belair,MENTHOL,0.7,10,12,100,F,SOFT,LIGHT,,
BENSON A,MENTHOL,1.1,15,15,83,F,HARD,REGULAR,,PR
BENSON A,MENTHOL,0.8,10,12,98,F,HARD,LIGHT,,FSC
BENSON A,MENTHOL,0.8,10,10,98,F,HARD,LIGHT,,
BENSON A,MENTHOL,0.5,5,7,98,F,HARD,ULTRA LIGHT,DLX,FSC
BENSON A,MENTHOL,0.5,5,6,98,F,HARD,ULTRA LIGHT,DLX,
BENSON A,MENTHOL,1,13,13,98,F,HARD,REGULAR,,FSC
BENSON A,MENTHOL,1.1,15,15,98,F,HARD,REGULAR,,PR
BENSON A,MENTHOL,1.1,14,14,98,F,HARD,REGULAR,,
BENSON A,MENTHOL,0.8,10,12,99,F,SOFT,LIGHT,,FSC
BENSON A,MENTHOL,0.8,10,11,99,F,SOFT,LIGHT,,
BENSON A,MENTHOL,1.1,14,15,99,F,SOFT,REGULAR,,FSC
BENSON A,MENTHOL,1.1,14,14,99,F,SOFT,REGULAR,,
Best Value,MENTHOL,1,15,16,84,F,SOFT,FULL FLAVOR,,
Best Value,MENTHOL,0.7,10,13,84,F,SOFT,LIGHT,,
Best Value,MENTHOL,0.8,13,16,99,F,SOFT,FULL FLAVOR,,
Best Value,MENTHOL,0.8,9,11,99,F,SOFT,LIGHT,,
Bonus Valu,MENTHOL,0.9,13,16,99,F,SOFT,FULL FLAVOR,,
Bonus Valu,MENTHOL,0.7,9,11,99,F,SOFT,LIGHT,,
BRONSON,MENTHOL,0.9,14,18,85,F,SOFT,FULL FLAVOR,.,.
BRONSON,MENTHOL,1,14,19,85,F,SOFT,FULL FLAVOR,.,.
BRONSON,MENTHOL,0.8,10,13,85,F,SOFT,LIGHT,.,.
BRONSON,MENTHOL,1,15,20,100,F,SOFT,FULL FLAVOR,.,.
BRONSON,MENTHOL,1,15,21,100,F,SOFT,FULL FLAVOR,.,.
BRONSON,MENTHOL,0.8,10,15,100,F,SOFT,LIGHT,.,.
BRONSON,MENTHOL,0.8,10,15,100,F,SOFT,LIGHT,.,.
CAMBRIDG,MENTHOL,0.7,9,11,84,F,SOFT,LIGHT,,
CAMBRIDG,MENTHOL,0.7,12,14,99,F,SOFT,LIGHT,,FSC
CAMBRIDG,MENTHOL,0.7,10,12,99,F,SOFT,LIGHT,,
Camel,MENTHOL,1.1,17,15,83,F,HARD,FULL FLAVOR,,
Camel,MENTHOL,1.1,17,16,83,F,HARD,FULL FLAVOR,,
Camel,MENTHOL,1.1,18,16,83,F,HARD,FULL FLAVOR,,
Camel,MENTHOL,0.7,9,9,83,F,HARD,LIGHT,,
Camel,MENTHOL,0.8,10,9,83,F,HARD,LIGHT,,
Camel,MENTHOL,0.9,11,11,83,F,HARD,LIGHT,,
Camel,MENTHOL,0.9,11,11,85,F,HARD,FULL FLAVOR,,
Camel,MENTHOL,0.8,9,10,85,F,HARD,LIGHT,,
Camel,MENTHOL,1.2,16,14,98,F,HARD,FULL FLAVOR,,
Camel,MENTHOL,0.7,8,9,98,F,HARD,LIGHT,,
Camel,MENTHOL,0.9,10,10,100,F,HARD,LIGHT,,
Capri,MENTHOL,0.8,9,6,100,F,HARD,LIGHT,,
Capri,MENTHOL,0.5,6,4,100,F,HARD,ULTRA LIGHT,,
Capri,MENTHOL,1,12,8,120,F,HARD,LIGHT,,
Carlton,MENTHOL,0.1,1,1,85,F,SOFT,ULTRA LIGHT,,
Carlton,MENTHOL,0.1,1,1,100,F,HARD,ULTRA LIGHT,,
Carlton,MENTHOL,0.1,1,1,100,F,SOFT,ULTRA LIGHT,,
Carlton,MENTHOL,0.5,1,3,120,F,SOFT,ULTRA LIGHT,SLIMS,
Charter,MENTHOL,0.7,10,12,84,F,SOFT,LIGHT,,
Charter,MENTHOL,0.7,9,11,99,F,SOFT,LIGHT,,
Cimarron,MENTHOL,0.8,14,15,84,F,SOFT,FULL FLAVOR,,
Cimarron,MENTHOL,0.7,10,12,84,F,SOFT,LIGHT,,
Cimarron,MENTHOL,0.9,13,16,99,F,SOFT,FULL FLAVOR,,
Cimarron,MENTHOL,0.7,9,11,99,F,SOFT,LIGHT,,
CLASS A -,MENTHOL,0.8,10,13,85,F,SOFT,LIGHT,.,.
CLASS A -,MENTHOL,0.8,10,15,100,F,SOFT,LIGHT,.,.
CLASS A -,MENTHOL,0.5,5,7,100,F,SOFT,ULTRA LIGHT,.,.
Doral,MENTHOL,0.9,14,14,83,F,HARD,FULL FLAVOR,,
Doral,MENTHOL,0.6,9,11,83,F,HARD,LIGHT,,
Doral,MENTHOL,0.9,14,14,84,F,SOFT,FULL FLAVOR,,
Doral,MENTHOL,0.7,9,12,84,F,SOFT,LIGHT,,
Doral,MENTHOL,0.9,13,14,98,F,HARD,FULL FLAVOR,,
Doral,MENTHOL,0.9,13,15,99,F,SOFT,FULL FLAVOR,,
Doral,MENTHOL,0.8,10,13,99,F,SOFT,LIGHT,,
Dunhill,MENTHOL,1.2,13,13,100,F,HARD,REGULAR,,
EAGLE 20',MENTHOL,0.9,13,16,85,F,HARD,FULL FLAVOR,.,.
EAGLE 20',MENTHOL,0.7,10,12,85,F,HARD,LIGHT,.,.
EAGLE 20',MENTHOL,0.9,14,18,85,F,SOFT,FULL FLAVOR,.,.
EAGLE 20',MENTHOL,0.7,10,12,85,F,SOFT,LIGHT,.,.
EAGLE 20',MENTHOL,1,15,20,100,F,SOFT,FULL FLAVOR,.,.
EAGLE 20',MENTHOL,0.8,10,16,100,F,SOFT,LIGHT,.,.
Eclipse,MENTHOL,0.2,5,5,83,F,HARD,ULTRA LIGHT,,
EVE LT 12,MENTHOL,1,12,12,120,F,HARD,LIGHT,.,.
EVE LT 12,MENTHOL,1.1,12,11,120,F,HARD,LIGHT,.,.
EVE UL 12,MENTHOL,0.5,6,5,120,F,HARD,ULTRA LIGHT,.,.
EVE UL 12,MENTHOL,0.6,6,5,120,F,HARD,ULTRA LIGHT,.,.
First Choice,MENTHOL,0.7,10,12,84,F,SOFT,LIGHT,,
First Choice,MENTHOL,0.7,9,11,99,F,SOFT,LIGHT,,
Gold Coast,MENTHOL,0.7,10,12,84,F,SOFT,LIGHT,,
Gold Coast,MENTHOL,0.8,14,15,85,F,SOFT,FULL FLAVOR,,
Gold Coast,MENTHOL,0.9,13,16,100,F,SOFT,FULL FLAVOR,,
Gold Coast,MENTHOL,0.7,9,11,100,F,SOFT,LIGHT,,
GPC,MENTHOL,0.9,14,14,83,F,SOFT,FULL FLAVOR,,
GPC,MENTHOL,0.6,9,11,83,F,SOFT,LIGHT,,
GPC,MENTHOL,0.5,6,6,83,F,SOFT,ULTRA LIGHT,,
GPC,MENTHOL,0.9,13,14,100,F,SOFT,FULL FLAVOR,,
GPC,MENTHOL,0.7,10,12,100,F,SOFT,LIGHT,,
GPC,MENTHOL,0.5,6,7,100,F,SOFT,ULTRA LIGHT,,
GRAND PR,MENTHOL,0.9,14,18,85,F,HARD,FULL FLAVOR,.,.
GRAND PR,MENTHOL,1,14,19,85,F,HARD,FULL FLAVOR,.,.
GRAND PR,MENTHOL,1,15,20,100,F,HARD,FULL FLAVOR,.,.
GRAND PR,MENTHOL,1,15,21,100,F,HARD,FULL FLAVOR,.,.
GRAND PR,MENTHOL,0.8,10,15,100,F,HARD,LIGHT,.,.
GRAND PR,MENTHOL,0.8,10,15,100,F,HARD,LIGHT,.,.
GRAND PR,MENTHOL,0.8,10,15,100,F,SOFT,LIGHT,.,.
GRAND PR,MENTHOL,0.8,10,15,100,F,SOFT,LIGHT,.,.
Highway,MENTHOL,0.8,14,15,83,F,HARD,FULL FLAVOR,,
Highway,MENTHOL,0.9,14,18,100,F,HARD,FULL FLAVOR,,
Highway,MENTHOL,0.8,10,11,100,F,HARD,LIGHT,,
Highway,MENTHOL,0.9,14,16,100,F,HARD,LIGHT,,
Jacks,MENTHOL,0.8,14,15,84,F,SOFT,FULL FLAVOR,,
Jacks,MENTHOL,0.7,10,12,84,F,SOFT,LIGHT,,
Jacks,MENTHOL,0.5,7,9,98,F,HARD,LIGHT,,
Jacks,MENTHOL,0.9,13,16,99,F,SOFT,FULL FLAVOR,,
Jacks,MENTHOL,0.7,9,11,99,F,SOFT,LIGHT,,
JADE FF 1,MENTHOL,1,15,18,100,F,HARD,FULL FLAVOR,.,.
JADE FF 1,MENTHOL,1.1,16,19,100,F,HARD,FULL FLAVOR,.,.
JADE FF K,MENTHOL,0.9,13,16,85,F,HARD,FULL FLAVOR,.,.
JADE FF K,MENTHOL,1,15,17,85,F,HARD,FULL FLAVOR,.,.
JADE LT 1,MENTHOL,0.8,10,14,100,F,HARD,LIGHT,.,.
JADE LT 1,MENTHOL,0.8,10,14,100,F,HARD,LIGHT,.,.
JADE LT K,MENTHOL,0.8,10,12,85,F,HARD,LIGHT,.,.
JADE LT K,MENTHOL,0.9,11,11,85,F,HARD,LIGHT,.,.
KENT GOL,MENTHOL,0.7,8,10,85,F,SOFT,LIGHT,"KING,F,S",
KENT GOL,MENTHOL,0.9,10,10,100,F,SOFT,LIGHT,"100's,F,S",
KINGSPOR,MENTHOL,0.9,15,18,85,F,HARD,FULL FLAVOR,.,.
KINGSPOR,MENTHOL,0.9,14,18,85,F,SOFT,FULL FLAVOR,.,.
KINGSPOR,MENTHOL,0.8,10,13,85,F,SOFT,LIGHT,.,.
KINGSPOR,MENTHOL,1,15,20,100,F,HARD,FULL FLAVOR,.,.
KINGSPOR,MENTHOL,0.8,10,15,100,F,SOFT,LIGHT,.,.
Kool,MENTHOL,0.9,12,11,83,F,HARD,FULL FLAVOR,,
Kool,MENTHOL,1,12,11,83,F,HARD,FULL FLAVOR,,
Kool,MENTHOL,0.8,10,9,83,F,HARD,LIGHT,,
Kool,MENTHOL,0.9,11,11,83,F,HARD,LIGHT,,
Kool,MENTHOL,1.1,14,14,85,F,HARD,FULL FLAVOR,WIDES,
Kool,MENTHOL,1.2,17,18,85,F,HARD,FULL FLAVOR,WIDES,
Kool,MENTHOL,1.1,17,14,85,F,HARD,FULL FLAVOR,,
Kool,MENTHOL,1.2,17,18,85,F,HARD,FULL FLAVOR,,
Kool,MENTHOL,1.1,16,14,85,F,SOFT,FULL FLAVOR,,
Kool,MENTHOL,0.9,11,11,85,F,SOFT,MEDIUM,,
Kool,MENTHOL,0.5,6,6,85,F,SOFT,ULTRA LIGHT,,
Kool,MENTHOL,1.1,16,15,100,F,HARD,FULL FLAVOR,,
Kool,MENTHOL,0.7,10,9,100,F,HARD,LIGHT,,
Kool,MENTHOL,0.8,11,11,100,F,HARD,MEDIUM,,
Kool,MENTHOL,1,16,15,100,F,SOFT,FULL FLAVOR,,
Kool,MENTHOL,0.9,11,10,100,F,SOFT,MEDIUM,,
Kool,MENTHOL,0.5,6,6,100,F,SOFT,ULTRA LIGHT,,
L&M,MENTHOL,1.1,16,16,83,F,HARD,REGULAR,,FSC
L&M,MENTHOL,0.9,14,13,83,F,HARD,REGULAR,,OTHR-UST
L&M,MENTHOL,0.9,14,13,83,F,HARD,REGULAR,,PR
L&M,MENTHOL,1.1,16,16,83,F,HARD,REGULAR,,
L&M,MENTHOL,0.8,11,14,98,F,HARD,LIGHT,,OTHR-UST
L&M,MENTHOL,1.1,14,16,98,F,HARD,REGULAR,,FSC
L&M,MENTHOL,1.1,15,17,98,F,HARD,REGULAR,,
Legend,MENTHOL,0.8,14,15,84,F,SOFT,FULL FLAVOR,,
Legend,MENTHOL,0.7,10,12,84,F,SOFT,LIGHT,,
Legend,MENTHOL,1,15,16,85,F,HARD,FULL FLAVOR,,
Legend,MENTHOL,0.9,13,16,99,F,SOFT,FULL FLAVOR,,
Legend,MENTHOL,0.7,9,11,99,F,SOFT,LIGHT,,
Legend,MENTHOL,0.9,14,18,100,F,HARD,FULL FLAVOR,,
Legend,MENTHOL,0.8,10,11,100,F,HARD,LIGHT,,
LIGGETT S,MENTHOL,0.9,14,17,85,F,HARD,FULL FLAVOR,.,.
LIGGETT S,MENTHOL,1,14,19,85,F,HARD,FULL FLAVOR,.,.
LIGGETT S,MENTHOL,0.7,10,13,85,F,HARD,LIGHT,.,.
LIGGETT S,MENTHOL,0.8,10,14,85,F,HARD,LIGHT,.,.
LIGGETT S,MENTHOL,1,15,19,100,F,HARD,FULL FLAVOR,.,.
LIGGETT S,MENTHOL,1,15,21,100,F,HARD,FULL FLAVOR,.,.
LIGGETT S,MENTHOL,0.8,10,15,100,F,HARD,LIGHT,.,.
LIGGETT S,MENTHOL,0.8,10,15,100,F,HARD,LIGHT,.,.
LIGGETT S,MENTHOL,0.8,10,15,100,F,SOFT,LIGHT,.,.
LIGGETT S,MENTHOL,0.8,10,15,100,F,SOFT,LIGHT,.,.
MALIBU,MENTHOL,0.7,8,9,100,F,HARD,LIGHT,SLIM,.
MALIBU,MENTHOL,0.9,11,13,100,F,SOFT,LIGHT,.,
MALIBU,MENTHOL,0.9,10,12,120,F,SOFT,LIGHT,.,
Marker,MENTHOL,0.8,14,15,84,F,SOFT,FULL FLAVOR,,
Marker,MENTHOL,0.7,10,12,84,F,SOFT,LIGHT,,
Marker,MENTHOL,0.9,13,16,99,F,SOFT,FULL FLAVOR,,
Marker,MENTHOL,0.7,9,11,99,F,SOFT,LIGHT,,
MARLBOR,MENTHOL,0.9,13,13,72,F,HARD,REGULAR,BLUE,FSC
MARLBOR,MENTHOL,0.9,13,12,72,F,HARD,REGULAR,BLUE,
MARLBOR,MENTHOL,0.9,14,14,72,F,HARD,REGULAR,GREEN,FSC
MARLBOR,MENTHOL,0.9,13,12,72,F,HARD,REGULAR,GREEN,
MARLBOR,MENTHOL,0.7,9,10,83,F,HARD,LIGHT,,FSC
MARLBOR,MENTHOL,0.7,10,10,83,F,HARD,LIGHT,,PR
MARLBOR,MENTHOL,0.7,9,9,83,F,HARD,LIGHT,,
MARLBOR,MENTHOL,0.8,11,12,83,F,HARD,MEDIUM,,FSC
MARLBOR,MENTHOL,0.8,11,13,83,F,HARD,MEDIUM,,PR
MARLBOR,MENTHOL,0.8,11,12,83,F,HARD,MEDIUM,,
MARLBOR,MENTHOL,0.5,6,7,83,F,HARD,ULTRA LIGHT,,FSC
MARLBOR,MENTHOL,0.5,5,7,83,F,HARD,ULTRA LIGHT,,
MARLBOR,MENTHOL,1.1,16,16,83,F,HARD,REGULAR,SMOOTH,FSC
MARLBOR,MENTHOL,1.1,16,16,83,F,HARD,REGULAR,SMOOTH,
MARLBOR,MENTHOL,1,15,15,83,F,HARD,REGULAR,,FSC
MARLBOR,MENTHOL,1,15,14,83,F,HARD,REGULAR,,PR
MARLBOR,MENTHOL,1.1,15,15,83,F,HARD,REGULAR,,
MARLBOR,MENTHOL,0.7,10,11,84,F,SOFT,LIGHT,,FSC
MARLBOR,MENTHOL,0.7,9,9,84,F,SOFT,LIGHT,,
MARLBOR,MENTHOL,1.1,15,15,84,F,SOFT,REGULAR,,FSC
MARLBOR,MENTHOL,1,15,14,84,F,SOFT,REGULAR,,
MARLBOR,MENTHOL,0.8,9,12,98,F,HARD,LIGHT,,FSC
MARLBOR,MENTHOL,0.7,9,10,98,F,HARD,LIGHT,,
MARLBOR,MENTHOL,1,13,15,98,F,HARD,MEDIUM,,FSC
MARLBOR,MENTHOL,0.9,12,12,98,F,HARD,MEDIUM,,
MARLBOR,MENTHOL,0.5,5,8,98,F,HARD,ULTRA LIGHT,,FSC
MARLBOR,MENTHOL,0.5,5,7,98,F,HARD,ULTRA LIGHT,,
MARLBOR,MENTHOL,1.1,15,16,98,F,HARD,REGULAR,SMOOTH,FSC
MARLBOR,MENTHOL,1.1,15,15,98,F,HARD,REGULAR,SMOOTH,
